Addressline1,Addressline2,City,Contactfirstname,Contactlastname,Country,Customer,CustomerName,CustomerName (copy),Date,DealCategory,DealSize,Month,Month ,Order Quarter,Order Year,OrderDate,Phone,Postalcode,Productcode,Products,Quarter,Quarter (Sheet11),Sales (bin),SalesCategory,State,Status,Territory,Year,Year (Sheet11),CustomerGroup,Msrp,Orderlinenumber,Ordernumber,OrderQuantity,Sales,UnitPrice,ZeroIfNull-OrderQuantity
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.",19-09-2003,Medium,Medium,September,9,Q3,2003,19-09-2003,+65 221 7555,79903,S18_4600,Trucks&Buses,3,Q3,$0.01M,Trucks&Buses,,Shipped,Japan,2003,2003,1,121,2,10150,49,$0.01M,100,49
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Medium,Medium,July,7,Q3,2003,02-07-2003,4155551450,97562,S24_3856,Classic Cars,3,Q3,$0.01M,Classic Cars,CA,Shipped,NA,2003,2003,1,140,2,10135,47,$0.01M,100,47
9408 Furth Circle,,Burlingame,Juri,Hirano,US,Technics Stores Inc.,Technics Stores Inc.,Technics Stores Inc.,24-07-2003,Medium,Medium,July,7,Q3,2003,24-07-2003,6505556809,94217,S700_2824,Classic Cars,3,Q3,$0.00M,Classic Cars,CA,Shipped,NA,2003,2003,1,101,6,10140,36,$0.00M,100,36
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Medium,Medium,July,7,Q3,2003,02-07-2003,4155551450,97562,S18_3482,Classic Cars,3,Q3,$0.01M,Classic Cars,CA,Shipped,NA,2003,2003,1,146,9,10135,42,$0.01M,100,42
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Medium,Medium,July,7,Q3,2003,02-07-2003,4155551450,97562,S18_3278,Classic Cars,3,Q3,$0.00M,Classic Cars,CA,Shipped,NA,2003,2003,1,80,10,10135,45,$0.00M,78,45
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Medium,Medium,July,7,Q3,2003,02-07-2003,4155551450,97562,S18_4721,Classic Cars,3,Q3,$0.00M,Classic Cars,CA,Shipped,NA,2003,2003,1,148,12,10135,31,$0.00M,100,31
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,08-08-2003,Medium,Medium,August,8,Q3,2003,08-08-2003,4155551450,97562,S18_4027,Classic Cars,3,Q3,$0.00M,Classic Cars,CA,Shipped,NA,2003,2003,1,143,15,10142,24,$0.00M,100,24
2440 Pompton St.,,Glendale,Dan,Lewis,US,Gift Ideas Corp.,Gift Ideas Corp.,Gift Ideas Corp.,03-09-2003,Medium,Medium,September,9,Q3,2003,03-09-2003,2035554407,97561,S18_4721,Classic Cars,3,Q3,$0.00M,Classic Cars,CT,Shipped,NA,2003,2003,1,148,1,10146,29,$0.00M,100,29
7825 Douglas Av.,,Brickhaven,Allen,Nelson,US,Collectables For Less Inc.,Collectables For Less Inc.,Collectables For Less Inc.,05-09-2003,Medium,Medium,September,9,Q3,2003,05-09-2003,6175558555,58339,S18_3482,Classic Cars,3,Q3,$0.00M,Classic Cars,MA,Shipped,NA,2003,2003,1,146,9,10147,37,$0.00M,100,37
7825 Douglas Av.,,Brickhaven,Allen,Nelson,US,Collectables For Less Inc.,Collectables For Less Inc.,Collectables For Less Inc.,05-09-2003,Medium,Medium,September,9,Q3,2003,05-09-2003,6175558555,58339,S18_3278,Classic Cars,3,Q3,$0.00M,Classic Cars,MA,Shipped,NA,2003,2003,1,80,10,10147,36,$0.00M,86.04,36
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Medium,Medium,July,7,Q3,2003,02-07-2003,4155551450,97562,S50_4713,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,81,15,10135,44,$0.00M,96,44
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,25-08-2003,Medium,Medium,August,8,Q3,2003,25-08-2003,6265557265,90003,S50_4713,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,81,2,10145,38,$0.00M,81.36,38
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,25-08-2003,Medium,Medium,August,8,Q3,2003,25-08-2003,6265557265,90003,S32_4485,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,102,4,10145,27,$0.00M,100,27
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,25-08-2003,Medium,Medium,August,8,Q3,2003,25-08-2003,6265557265,90003,S24_1578,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,112,7,10145,43,$0.00M,95.8,43
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,25-08-2003,Medium,Medium,August,8,Q3,2003,25-08-2003,6265557265,90003,S24_2000,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,76,11,10145,47,$0.00M,83.03,47
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,25-08-2003,Medium,Medium,August,8,Q3,2003,25-08-2003,6265557265,90003,S32_1374,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,99,12,10145,33,$0.00M,93.9,33
2440 Pompton St.,,Glendale,Dan,Lewis,US,Gift Ideas Corp.,Gift Ideas Corp.,Gift Ideas Corp.,03-09-2003,Medium,Medium,September,9,Q3,2003,03-09-2003,2035554407,97561,S18_3782,Motorcycles,3,Q3,$0.00M,Motorcycles,CT,Shipped,NA,2003,2003,1,62,2,10146,47,$0.00M,67.14,47
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,25-08-2003,Medium,Medium,August,8,Q3,2003,25-08-2003,6265557265,90003,S24_1785,Planes,3,Q3,$0.00M,Planes,CA,Shipped,NA,2003,2003,1,109,16,10145,40,$0.00M,87.54,40
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,10-08-2003,Medium,Medium,August,8,Q3,2003,10-08-2003,5085559555,50553,S700_1691,Planes,3,Q3,$0.00M,Planes,MA,Shipped,NA,2003,2003,1,91,2,10143,36,$0.00M,100,36
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,08-08-2003,Medium,Medium,August,8,Q3,2003,08-08-2003,4155551450,97562,S700_3962,Ships,3,Q3,$0.00M,Ships,CA,Shipped,NA,2003,2003,1,99,4,10142,38,$0.00M,85.41,38
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,08-08-2003,Medium,Medium,August,8,Q3,2003,08-08-2003,4155551450,97562,S24_2011,Ships,3,Q3,$0.00M,Ships,CA,Shipped,NA,2003,2003,1,122,6,10142,33,$0.00M,100,33
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,08-08-2003,Medium,Medium,August,8,Q3,2003,08-08-2003,4155551450,97562,S700_1938,Ships,3,Q3,$0.00M,Ships,CA,Shipped,NA,2003,2003,1,86,9,10142,43,$0.00M,84.01,43
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,08-08-2003,Medium,Medium,August,8,Q3,2003,08-08-2003,4155551450,97562,S32_3207,Trains,3,Q3,$0.00M,Trains,CA,Shipped,NA,2003,2003,1,62,16,10142,42,$0.00M,74.57,42
9408 Furth Circle,,Burlingame,Juri,Hirano,US,Technics Stores Inc.,Technics Stores Inc.,Technics Stores Inc.,24-07-2003,Medium,Medium,July,7,Q3,2003,24-07-2003,6505556809,94217,S24_2300,Trucks&Buses,3,Q3,$0.01M,Trucks&Buses,CA,Shipped,NA,2003,2003,1,127,1,10140,47,$0.01M,100,47
9408 Furth Circle,,Burlingame,Juri,Hirano,US,Technics Stores Inc.,Technics Stores Inc.,Technics Stores Inc.,24-07-2003,Medium,Medium,July,7,Q3,2003,24-07-2003,6505556809,94217,S18_4600,Trucks&Buses,3,Q3,$0.00M,Trucks&Buses,CA,Shipped,NA,2003,2003,1,121,5,10140,40,$0.00M,100,40
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,08-08-2003,Medium,Medium,August,8,Q3,2003,08-08-2003,4155551450,97562,S24_3151,Vintage Cars,3,Q3,$0.00M,Vintage Cars,CA,Shipped,NA,2003,2003,1,88,1,10142,49,$0.00M,98.25,49
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,10-08-2003,Medium,Medium,August,8,Q3,2003,10-08-2003,5085559555,50553,S18_3856,Vintage Cars,3,Q3,$0.00M,Vintage Cars,MA,Shipped,NA,2003,2003,1,105,12,10143,34,$0.00M,100,34
2793 Furth Circle,,Brisbane,Sue,Taylor,US,Signal Collectibles Ltd.,Signal Collectibles Ltd.,Signal Collectibles Ltd.,12-09-2003,Medium,Medium,September,9,Q3,2003,12-09-2003,4155554312,94217,S18_3320,Vintage Cars,3,Q3,$0.00M,Vintage Cars,CA,Shipped,NA,2003,2003,1,99,2,10149,42,$0.00M,94.25,42
31 Duncan St. West End,,South Brisbane,Tony,Calaghan,Australia,"Australian Gift Network, Co","Australian Gift Network, Co","Australian Gift Network, Co",25-09-2003,Small,Small,September,9,Q3,2003,25-09-2003,61-7-3844-6555,4101,S24_4048,Classic Cars,3,Q3,$0.00M,Classic Cars,Queensland,Shipped,APAC,2003,2003,1,118,3,10152,23,$0.00M,100,23
31 Duncan St. West End,,South Brisbane,Tony,Calaghan,Australia,"Australian Gift Network, Co","Australian Gift Network, Co","Australian Gift Network, Co",25-09-2003,Small,Small,September,9,Q3,2003,25-09-2003,61-7-3844-6555,4101,S24_1444,Classic Cars,3,Q3,$0.00M,Classic Cars,Queensland,Shipped,APAC,2003,2003,1,57,4,10152,25,$0.00M,65.31,25
201 Miller Street,Level 15,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd","Anna's Decorations, Ltd","Anna's Decorations, Ltd",11-09-2003,Small,Small,September,9,Q3,2003,11-09-2003,02 9936 8555,2060,S18_4933,Classic Cars,3,Q3,$0.00M,Classic Cars,NSW,Shipped,APAC,2003,2003,1,71,2,10148,29,$0.00M,81.25,29
201 Miller Street,Level 15,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd","Anna's Decorations, Ltd","Anna's Decorations, Ltd",11-09-2003,Small,Small,September,9,Q3,2003,11-09-2003,02 9936 8555,2060,S24_2766,Classic Cars,3,Q3,$0.00M,Classic Cars,NSW,Shipped,APAC,2003,2003,1,90,4,10148,21,$0.00M,73.6,21
201 Miller Street,Level 15,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd","Anna's Decorations, Ltd","Anna's Decorations, Ltd",11-09-2003,Small,Small,September,9,Q3,2003,11-09-2003,02 9936 8555,2060,S24_3191,Classic Cars,3,Q3,$0.00M,Classic Cars,NSW,Shipped,APAC,2003,2003,1,85,5,10148,31,$0.00M,73.62,31
201 Miller Street,Level 15,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd","Anna's Decorations, Ltd","Anna's Decorations, Ltd",11-09-2003,Small,Small,September,9,Q3,2003,11-09-2003,02 9936 8555,2060,S24_1046,Classic Cars,3,Q3,$0.00M,Classic Cars,NSW,Shipped,APAC,2003,2003,1,73,6,10148,25,$0.00M,60.26,25
201 Miller Street,Level 15,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd","Anna's Decorations, Ltd","Anna's Decorations, Ltd",11-09-2003,Small,Small,September,9,Q3,2003,11-09-2003,02 9936 8555,2060,S24_1628,Classic Cars,3,Q3,$0.00M,Classic Cars,NSW,Shipped,APAC,2003,2003,1,50,8,10148,47,$0.00M,56.85,47
31 Duncan St. West End,,South Brisbane,Tony,Calaghan,Australia,"Australian Gift Network, Co","Australian Gift Network, Co","Australian Gift Network, Co",25-09-2003,Small,Small,September,9,Q3,2003,25-09-2003,61-7-3844-6555,4101,S32_3207,Trains,3,Q3,$0.00M,Trains,Queensland,Shipped,APAC,2003,2003,1,62,2,10152,33,$0.00M,50.95,33
59 rue de l'Abbaye,,Reims,Paul,Henriot,France,Reims Collectables,Reims Collectables,Reims Collectables,10-07-2003,Small,Small,July,7,Q3,2003,10-07-2003,26.47.1555,51100,S24_1628,Classic Cars,3,Q3,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,50,1,10137,26,$0.00M,49.81,26
"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Finland,Suominen Souveniers,Suominen Souveniers,Suominen Souveniers,01-08-2003,Small,Small,August,8,Q3,2003,01-08-2003,+358 9 8045 555,FIN-02271,S24_1444,Classic Cars,3,Q3,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,57,2,10141,20,$0.00M,54.33,20
"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Finland,Suominen Souveniers,Suominen Souveniers,Suominen Souveniers,01-08-2003,Small,Small,August,8,Q3,2003,01-08-2003,+358 9 8045 555,FIN-02271,S24_2840,Classic Cars,3,Q3,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,35,6,10141,21,$0.00M,42.43,21
Torikatu 38,,Oulu,Pirkko,Koskitalo,Finland,"Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.",21-09-2003,Small,Small,September,9,Q3,2003,21-09-2003,981-443655,90110,S24_2840,Classic Cars,3,Q3,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,35,4,10151,30,$0.00M,40.31,30
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,28-09-2003,Small,Small,September,9,Q3,2003,28-09-2003,(91) 555 94 44,28034,S700_1138,Ships,3,Q3,$0.00M,Ships,,Shipped,EMEA,2003,2003,1,66,1,10153,43,$0.00M,64.67,43
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,28-09-2003,Small,Small,September,9,Q3,2003,28-09-2003,(91) 555 94 44,28034,S700_3962,Ships,3,Q3,$0.00M,Ships,,Shipped,EMEA,2003,2003,1,99,3,10153,20,$0.00M,100,20
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,28-09-2003,Small,Small,September,9,Q3,2003,28-09-2003,(91) 555 94 44,28034,S700_1938,Ships,3,Q3,$0.00M,Ships,,Shipped,EMEA,2003,2003,1,86,8,10153,31,$0.00M,87.48,31
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,28-09-2003,Small,Small,September,9,Q3,2003,28-09-2003,(91) 555 94 44,28034,S18_3259,Trains,3,Q3,$0.00M,Trains,,Shipped,EMEA,2003,2003,1,100,9,10153,29,$0.00M,88.74,29
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,28-09-2003,Small,Small,September,9,Q3,2003,28-09-2003,(91) 555 94 44,28034,S50_1514,Trains,3,Q3,$0.00M,Trains,,Shipped,EMEA,2003,2003,1,58,13,10153,31,$0.00M,57.41,31
"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Finland,Suominen Souveniers,Suominen Souveniers,Suominen Souveniers,01-08-2003,Small,Small,August,8,Q3,2003,01-08-2003,+358 9 8045 555,FIN-02271,S32_2509,Trucks&Buses,3,Q3,$0.00M,Trucks&Buses,,Shipped,EMEA,2003,2003,1,54,7,10141,24,$0.00M,45.99,24
Torikatu 38,,Oulu,Pirkko,Koskitalo,Finland,"Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.",21-09-2003,Small,Small,September,9,Q3,2003,21-09-2003,981-443655,90110,S32_2509,Trucks&Buses,3,Q3,$0.00M,Trucks&Buses,,Shipped,EMEA,2003,2003,1,54,5,10151,41,$0.00M,63.85,41
"Boulevard Tirou, 255",,Charleroi,Pascale,Cartrain,Belgium,Royale Belge,Royale Belge,Royale Belge,13-08-2003,Small,Small,August,8,Q3,2003,13-08-2003,(071) 23 67 2555,B-6000,S32_4289,Vintage Cars,3,Q3,$0.00M,Vintage Cars,,Shipped,EMEA,2003,2003,1,68,1,10144,20,$0.00M,81.86,20
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,28-09-2003,Small,Small,September,9,Q3,2003,28-09-2003,(91) 555 94 44,28034,S18_4522,Vintage Cars,3,Q3,$0.00M,Vintage Cars,,Shipped,EMEA,2003,2003,1,87,6,10153,22,$0.00M,83.38,22
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.",19-09-2003,Small,Small,September,9,Q3,2003,19-09-2003,+65 221 7555,79903,S700_2824,Classic Cars,3,Q3,$0.00M,Classic Cars,,Shipped,Japan,2003,2003,1,101,3,10150,20,$0.00M,100,20
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.",19-09-2003,Small,Small,September,9,Q3,2003,19-09-2003,+65 221 7555,79903,S32_3522,Trucks&Buses,3,Q3,$0.00M,Trucks&Buses,,Shipped,Japan,2003,2003,1,64,4,10150,49,$0.00M,58.18,49
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.",19-09-2003,Small,Small,September,9,Q3,2003,19-09-2003,+65 221 7555,79903,S18_4668,Vintage Cars,3,Q3,$0.00M,Vintage Cars,,Shipped,Japan,2003,2003,1,50,6,10150,30,$0.00M,42.76,30
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Small,Small,July,7,Q3,2003,02-07-2003,4155551450,97562,S24_2972,Classic Cars,3,Q3,$0.00M,Classic Cars,CA,Shipped,NA,2003,2003,1,37,1,10135,20,$0.00M,35.87,20
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Small,Small,July,7,Q3,2003,02-07-2003,4155551450,97562,S24_3371,Classic Cars,3,Q3,$0.00M,Classic Cars,CA,Shipped,NA,2003,2003,1,61,6,10135,27,$0.00M,66.13,27
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Small,Small,July,7,Q3,2003,02-07-2003,4155551450,97562,S24_4620,Classic Cars,3,Q3,$0.00M,Classic Cars,CA,Shipped,NA,2003,2003,1,80,11,10135,23,$0.00M,87.31,23
7825 Douglas Av.,,Brickhaven,Allen,Nelson,US,Collectables For Less Inc.,Collectables For Less Inc.,Collectables For Less Inc.,05-09-2003,Small,Small,September,9,Q3,2003,05-09-2003,6175558555,58339,S24_2972,Classic Cars,3,Q3,$0.00M,Classic Cars,MA,Shipped,NA,2003,2003,1,37,1,10147,25,$0.00M,42.67,25
7825 Douglas Av.,,Brickhaven,Allen,Nelson,US,Collectables For Less Inc.,Collectables For Less Inc.,Collectables For Less Inc.,05-09-2003,Small,Small,September,9,Q3,2003,05-09-2003,6175558555,58339,S24_3856,Classic Cars,3,Q3,$0.00M,Classic Cars,MA,Shipped,NA,2003,2003,1,140,2,10147,23,$0.00M,100,23
7825 Douglas Av.,,Brickhaven,Allen,Nelson,US,Collectables For Less Inc.,Collectables For Less Inc.,Collectables For Less Inc.,05-09-2003,Small,Small,September,9,Q3,2003,05-09-2003,6175558555,58339,S24_3371,Classic Cars,3,Q3,$0.00M,Classic Cars,MA,Shipped,NA,2003,2003,1,61,6,10147,30,$0.00M,68.58,30
7825 Douglas Av.,,Brickhaven,Allen,Nelson,US,Collectables For Less Inc.,Collectables For Less Inc.,Collectables For Less Inc.,05-09-2003,Small,Small,September,9,Q3,2003,05-09-2003,6175558555,58339,S24_4620,Classic Cars,3,Q3,$0.00M,Classic Cars,MA,Shipped,NA,2003,2003,1,80,11,10147,31,$0.00M,64.67,31
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Small,Small,July,7,Q3,2003,02-07-2003,4155551450,97562,S18_3782,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,62,13,10135,45,$0.00M,50.36,45
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Small,Small,July,7,Q3,2003,02-07-2003,4155551450,97562,S32_2206,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,40,14,10135,33,$0.00M,40.23,33
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Small,Small,July,7,Q3,2003,02-07-2003,4155551450,97562,S24_2360,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,69,16,10135,29,$0.00M,61.64,29
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Small,Small,July,7,Q3,2003,02-07-2003,4155551450,97562,S32_4485,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,102,17,10135,30,$0.00M,89.8,30
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,25-08-2003,Small,Small,August,8,Q3,2003,25-08-2003,6265557265,90003,S32_2206,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,40,1,10145,31,$0.00M,35.8,31
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,25-08-2003,Small,Small,August,8,Q3,2003,25-08-2003,6265557265,90003,S24_2360,Motorcycles,3,Q3,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,69,3,10145,27,$0.00M,60.95,27
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,25-08-2003,Small,Small,August,8,Q3,2003,25-08-2003,6265557265,90003,S700_2834,Planes,3,Q3,$0.00M,Planes,CA,Shipped,NA,2003,2003,1,118,13,10145,20,$0.00M,100,20
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,25-08-2003,Small,Small,August,8,Q3,2003,25-08-2003,6265557265,90003,S24_4278,Planes,3,Q3,$0.00M,Planes,CA,Shipped,NA,2003,2003,1,72,15,10145,33,$0.00M,84.77,33
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,10-08-2003,Small,Small,August,8,Q3,2003,10-08-2003,5085559555,50553,S700_3167,Planes,3,Q3,$0.00M,Planes,MA,Shipped,NA,2003,2003,1,80,3,10143,28,$0.00M,96,28
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,10-08-2003,Small,Small,August,8,Q3,2003,10-08-2003,5085559555,50553,S700_2466,Planes,3,Q3,$0.00M,Planes,MA,Shipped,NA,2003,2003,1,99,4,10143,26,$0.00M,82.77,26
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,10-08-2003,Small,Small,August,8,Q3,2003,10-08-2003,5085559555,50553,S700_4002,Planes,3,Q3,$0.00M,Planes,MA,Shipped,NA,2003,2003,1,74,5,10143,34,$0.00M,85.87,34
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,10-08-2003,Small,Small,August,8,Q3,2003,10-08-2003,5085559555,50553,S24_3949,Planes,3,Q3,$0.00M,Planes,MA,Shipped,NA,2003,2003,1,68,6,10143,28,$0.00M,66.19,28
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,10-08-2003,Small,Small,August,8,Q3,2003,10-08-2003,5085559555,50553,S24_2841,Planes,3,Q3,$0.00M,Planes,MA,Shipped,NA,2003,2003,1,68,8,10143,27,$0.00M,60.97,27
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,10-08-2003,Small,Small,August,8,Q3,2003,10-08-2003,5085559555,50553,S72_1253,Planes,3,Q3,$0.00M,Planes,MA,Shipped,NA,2003,2003,1,49,10,10143,37,$0.00M,50.65,37
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,08-08-2003,Small,Small,August,8,Q3,2003,08-08-2003,4155551450,97562,S700_1138,Ships,3,Q3,$0.00M,Ships,CA,Shipped,NA,2003,2003,1,66,2,10142,41,$0.00M,64,41
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,08-08-2003,Small,Small,August,8,Q3,2003,08-08-2003,4155551450,97562,S700_3505,Ships,3,Q3,$0.00M,Ships,CA,Shipped,NA,2003,2003,1,100,3,10142,21,$0.00M,100,21
